;0;Unnamed: 0;Unnamed: 4;aantal;beeld;omschrijving_sluit;sluit_barcode
27;;230.0;;500.0;202011726_layout_21.pdf;Rol 0231   900990005030 | labels tbv 0990005030;8720195286547.0
28;;231.0;;500.0;202011726_layout_21.pdf;Rol 0232   900990005030 | labels tbv 0990005030;8720195286547.0
0;202011726_inschiet_met_rolnummer_baan_9 | 14500 etiketten;;;;;;
0;;232.0;;500.0;202011726_layout_21.pdf;Rol 0233   900990005030 | labels tbv 0990005030;8720195286547.0
1;;233.0;;500.0;202011726_layout_21.pdf;Rol 0234   900990005030 | labels tbv 0990005030;8720195286547.0
2;;234.0;;500.0;202011726_layout_22.pdf;Rol 0235   900990005050 | labels tbv 0990005050;8720195286554.0
3;;235.0;;500.0;202011726_layout_22.pdf;Rol 0236   900990005050 | labels tbv 0990005050;8720195286554.0
4;;236.0;;500.0;202011726_layout_22.pdf;Rol 0237   900990005050 | labels tbv 0990005050;8720195286554.0
5;;237.0;;500.0;202011726_layout_22.pdf;Rol 0238   900990005050 | labels tbv 0990005050;8720195286554.0
6;;238.0;;500.0;202011726_layout_23.pdf;Rol 0239   900990005060 | labels tbv 0990005060;8720195286561.0
7;;239.0;;500.0;202011726_layout_23.pdf;Rol 0240   900990005060 | labels tbv 0990005060;8720195286561.0
8;;240.0;;500.0;202011726_layout_24.pdf;Rol 0241   900990005070 | labels tbv 0990005070;8720195286578.0
9;;241.0;;500.0;202011726_layout_24.pdf;Rol 0242   900990005070 | labels tbv 0990005070;8720195286578.0
10;;242.0;;500.0;202011726_layout_25.pdf;Rol 0243   900990006000 | labels tbv 0990006000;8720195286585.0
11;;243.0;;500.0;202011726_layout_25.pdf;Rol 0244   900990006000 | labels tbv 0990006000;8720195286585.0
12;;244.0;;500.0;202011726_layout_25.pdf;Rol 0245   900990006000 | labels tbv 0990006000;8720195286585.0
13;;245.0;;500.0;202011726_layout_25.pdf;Rol 0246   900990006000 | labels tbv 0990006000;8720195286585.0
14;;246.0;;500.0;202011726_layout_25.pdf;Rol 0247   900990006000 | labels tbv 0990006000;8720195286585.0
15;;247.0;;500.0;202011726_layout_25.pdf;Rol 0248   900990006000 | labels tbv 0990006000;8720195286585.0
16;;248.0;;500.0;202011726_layout_25.pdf;Rol 0249   900990006000 | labels tbv 0990006000;8720195286585.0
17;;249.0;;500.0;202011726_layout_25.pdf;Rol 0250   900990006000 | labels tbv 0990006000;8720195286585.0
18;;250.0;;500.0;202011726_layout_26.pdf;Rol 0251   900990006100 | labels tbv 0990006100;8720195286592.0
19;;251.0;;500.0;202011726_layout_26.pdf;Rol 0252   900990006100 | labels tbv 0990006100;8720195286592.0
20;;252.0;;500.0;202011726_layout_26.pdf;Rol 0253   900990006100 | labels tbv 0990006100;8720195286592.0
21;;253.0;;500.0;202011726_layout_26.pdf;Rol 0254   900990006100 | labels tbv 0990006100;8720195286592.0
22;;254.0;;500.0;202011726_layout_26.pdf;Rol 0255   900990006100 | labels tbv 0990006100;8720195286592.0
23;;255.0;;500.0;202011726_layout_26.pdf;Rol 0256   900990006100 | labels tbv 0990006100;8720195286592.0
24;;256.0;;500.0;202011726_layout_26.pdf;Rol 0257   900990006100 | labels tbv 0990006100;8720195286592.0
25;;257.0;;500.0;202011726_layout_26.pdf;Rol 0258   900990006100 | labels tbv 0990006100;8720195286592.0
26;;258.0;;500.0;202011726_layout_26.pdf;Rol 0259   900990006100 | labels tbv 0990006100;8720195286592.0
27;;259.0;;500.0;202011726_layout_26.pdf;Rol 0260   900990006100 | labels tbv 0990006100;8720195286592.0
28;;260.0;;500.0;202011726_layout_27.pdf;Rol 0261   900990006110 | labels tbv 0990006110;8720195286608.0
0;202011726_inschiet_met_rolnummer_baan_10 | 14500 etiketten;;;;;;
0;;261.0;;500.0;202011726_layout_27.pdf;Rol 0262   900990006110 | labels tbv 0990006110;8720195286608.0
1;;262.0;;500.0;202011726_layout_27.pdf;Rol 0263   900990006110 | labels tbv 0990006110;8720195286608.0
2;;263.0;;500.0;202011726_layout_27.pdf;Rol 0264   900990006110 | labels tbv 0990006110;8720195286608.0
3;;264.0;;500.0;202011726_layout_28.pdf;Rol 0265   900990006120 | labels tbv 0990006120;8720195286615.0
4;;265.0;;500.0;202011726_layout_28.pdf;Rol 0266   900990006120 | labels tbv 0990006120;8720195286615.0
5;;266.0;;500.0;202011726_layout_29.pdf;Rol 0267   900990007100 | labels tbv 0990007100;8720195286622.0
6;;267.0;;500.0;202011726_layout_29.pdf;Rol 0268   900990007100 | labels tbv 0990007100;8720195286622.0
7;;268.0;;500.0;202011726_layout_29.pdf;Rol 0269   900990007100 | labels tbv 0990007100;8720195286622.0
8;;269.0;;500.0;202011726_layout_29.pdf;Rol 0270   900990007100 | labels tbv 0990007100;8720195286622.0
9;;270.0;;500.0;202011726_layout_29.pdf;Rol 0271   900990007100 | labels tbv 0990007100;8720195286622.0
10;;271.0;;500.0;202011726_layout_29.pdf;Rol 0272   900990007100 | labels tbv 0990007100;8720195286622.0
11;;272.0;;500.0;202011726_layout_29.pdf;Rol 0273   900990007100 | labels tbv 0990007100;8720195286622.0
12;;273.0;;500.0;202011726_layout_29.pdf;Rol 0274   900990007100 | labels tbv 0990007100;8720195286622.0
13;;274.0;;500.0;202011726_layout_29.pdf;Rol 0275   900990007100 | labels tbv 0990007100;8720195286622.0
14;;275.0;;500.0;202011726_layout_29.pdf;Rol 0276   900990007100 | labels tbv 0990007100;8720195286622.0
15;;276.0;;500.0;202011726_layout_29.pdf;Rol 0277   900990007100 | labels tbv 0990007100;8720195286622.0
16;;277.0;;500.0;202011726_layout_29.pdf;Rol 0278   900990007100 | labels tbv 0990007100;8720195286622.0
17;;278.0;;500.0;202011726_layout_29.pdf;Rol 0279   900990007100 | labels tbv 0990007100;8720195286622.0
18;;279.0;;500.0;202011726_layout_29.pdf;Rol 0280   900990007100 | labels tbv 0990007100;8720195286622.0
19;;280.0;;500.0;202011726_layout_30.pdf;Rol 0281   901610000100 | labels tbv 1610000100;8720195286639.0
20;;281.0;;500.0;202011726_layout_30.pdf;Rol 0282   901610000100 | labels tbv 1610000100;8720195286639.0
21;;282.0;;500.0;202011726_layout_30.pdf;Rol 0283   901610000100 | labels tbv 1610000100;8720195286639.0
22;;283.0;;500.0;202011726_layout_30.pdf;Rol 0284   901610000100 | labels tbv 1610000100;8720195286639.0
23;;284.0;;500.0;202011726_layout_31.pdf;Rol 0285   901610000200 | labels tbv 1610000200;8720195286646.0
24;;285.0;;500.0;202011726_layout_31.pdf;Rol 0286   901610000200 | labels tbv 1610000200;8720195286646.0
25;;286.0;;500.0;202011726_layout_31.pdf;Rol 0287   901610000200 | labels tbv 1610000200;8720195286646.0
26;;287.0;;500.0;202011726_layout_31.pdf;Rol 0288   901610000200 | labels tbv 1610000200;8720195286646.0
27;;288.0;;500.0;202011726_layout_32.pdf;Rol 0289   901610000300 | labels tbv 1610000300;8720195286653.0
28;;289.0;;500.0;202011726_layout_32.pdf;Rol 0290   901610000300 | labels tbv 1610000300;8720195286653.0
0;202011726_inschiet_met_rolnummer_baan_11 | 14500 etiketten;;;;;;
0;;290.0;;500.0;202011726_layout_32.pdf;Rol 0291   901610000300 | labels tbv 1610000300;8720195286653.0
1;;291.0;;500.0;202011726_layout_32.pdf;Rol 0292   901610000300 | labels tbv 1610000300;8720195286653.0
2;;292.0;;500.0;202011726_layout_32.pdf;Rol 0293   901610000300 | labels tbv 1610000300;8720195286653.0
3;;293.0;;500.0;202011726_layout_32.pdf;Rol 0294   901610000300 | labels tbv 1610000300;8720195286653.0
4;;294.0;;500.0;202011726_layout_32.pdf;Rol 0295   901610000300 | labels tbv 1610000300;8720195286653.0
5;;295.0;;500.0;202011726_layout_32.pdf;Rol 0296   901610000300 | labels tbv 1610000300;8720195286653.0
6;;296.0;;500.0;202011726_layout_33.pdf;Rol 0297   901610000400 | labels tbv 1610000400;8720195286660.0
7;;297.0;;500.0;202011726_layout_33.pdf;Rol 0298   901610000400 | labels tbv 1610000400;8720195286660.0
8;;298.0;;500.0;202011726_layout_33.pdf;Rol 0299   901610000400 | labels tbv 1610000400;8720195286660.0
9;;299.0;;500.0;202011726_layout_33.pdf;Rol 0300   901610000400 | labels tbv 1610000400;8720195286660.0
10;;300.0;;500.0;202011726_layout_33.pdf;Rol 0301   901610000400 | labels tbv 1610000400;8720195286660.0
11;;301.0;;500.0;202011726_layout_33.pdf;Rol 0302   901610000400 | labels tbv 1610000400;8720195286660.0
12;;302.0;;500.0;202011726_layout_33.pdf;Rol 0303   901610000400 | labels tbv 1610000400;8720195286660.0
13;;303.0;;500.0;202011726_layout_33.pdf;Rol 0304   901610000400 | labels tbv 1610000400;8720195286660.0
14;;304.0;;500.0;202011726_layout_34.pdf;Rol 0305   901610000500 | labels tbv 1610000500;8720195286677.0
15;;305.0;;500.0;202011726_layout_34.pdf;Rol 0306   901610000500 | labels tbv 1610000500;8720195286677.0
16;;306.0;;500.0;202011726_layout_34.pdf;Rol 0307   901610000500 | labels tbv 1610000500;8720195286677.0
17;;307.0;;500.0;202011726_layout_34.pdf;Rol 0308   901610000500 | labels tbv 1610000500;8720195286677.0
18;;308.0;;500.0;202011726_layout_34.pdf;Rol 0309   901610000500 | labels tbv 1610000500;8720195286677.0
19;;309.0;;500.0;202011726_layout_34.pdf;Rol 0310   901610000500 | labels tbv 1610000500;8720195286677.0
20;;310.0;;500.0;202011726_layout_34.pdf;Rol 0311   901610000500 | labels tbv 1610000500;8720195286677.0
21;;311.0;;500.0;202011726_layout_34.pdf;Rol 0312   901610000500 | labels tbv 1610000500;8720195286677.0
22;;312.0;;500.0;202011726_layout_34.pdf;Rol 0313   901610000500 | labels tbv 1610000500;8720195286677.0
23;;313.0;;500.0;202011726_layout_34.pdf;Rol 0314   901610000500 | labels tbv 1610000500;8720195286677.0
24;;314.0;;500.0;202011726_layout_34.pdf;Rol 0315   901610000500 | labels tbv 1610000500;8720195286677.0
25;;315.0;;500.0;202011726_layout_34.pdf;Rol 0316   901610000500 | labels tbv 1610000500;8720195286677.0
26;;316.0;;500.0;202011726_layout_34.pdf;Rol 0317   901610000500 | labels tbv 1610000500;8720195286677.0
27;;317.0;;500.0;202011726_layout_34.pdf;Rol 0318   901610000500 | labels tbv 1610000500;8720195286677.0
28;;318.0;;500.0;202011726_layout_34.pdf;Rol 0319   901610000500 | labels tbv 1610000500;8720195286677.0
0;202011726_inschiet_met_rolnummer_baan_12 | 14500 etiketten;;;;;;
0;;319.0;;500.0;202011726_layout_34.pdf;Rol 0320   901610000500 | labels tbv 1610000500;8720195286677.0
1;;320.0;;500.0;202011726_layout_34.pdf;Rol 0321   901610000500 | labels tbv 1610000500;8720195286677.0
2;;321.0;;500.0;202011726_layout_34.pdf;Rol 0322   901610000500 | labels tbv 1610000500;8720195286677.0
3;;322.0;;500.0;202011726_layout_34.pdf;Rol 0323   901610000500 | labels tbv 1610000500;8720195286677.0
4;;323.0;;500.0;202011726_layout_34.pdf;Rol 0324   901610000500 | labels tbv 1610000500;8720195286677.0
5;;324.0;;500.0;202011726_layout_34.pdf;Rol 0325   901610000500 | labels tbv 1610000500;8720195286677.0
6;;325.0;;500.0;202011726_layout_34.pdf;Rol 0326   901610000500 | labels tbv 1610000500;8720195286677.0
7;;326.0;;500.0;202011726_layout_34.pdf;Rol 0327   901610000500 | labels tbv 1610000500;8720195286677.0
8;;327.0;;500.0;202011726_layout_34.pdf;Rol 0328   901610000500 | labels tbv 1610000500;8720195286677.0
9;;328.0;;500.0;202011726_layout_35.pdf;Rol 0329   901610000600 | labels tbv 1610000600;8720195286684.0
10;;329.0;;500.0;202011726_layout_35.pdf;Rol 0330   901610000600 | labels tbv 1610000600;8720195286684.0
11;;330.0;;500.0;202011726_layout_35.pdf;Rol 0331   901610000600 | labels tbv 1610000600;8720195286684.0
12;;331.0;;500.0;202011726_layout_35.pdf;Rol 0332   901610000600 | labels tbv 1610000600;8720195286684.0
13;;332.0;;500.0;202011726_layout_35.pdf;Rol 0333   901610000600 | labels tbv 1610000600;8720195286684.0
14;;333.0;;500.0;202011726_layout_35.pdf;Rol 0334   901610000600 | labels tbv 1610000600;8720195286684.0
15;;334.0;;500.0;202011726_layout_35.pdf;Rol 0335   901610000600 | labels tbv 1610000600;8720195286684.0
16;;335.0;;500.0;202011726_layout_35.pdf;Rol 0336   901610000600 | labels tbv 1610000600;8720195286684.0
17;;336.0;;500.0;202011726_layout_35.pdf;Rol 0337   901610000600 | labels tbv 1610000600;8720195286684.0
18;;337.0;;500.0;202011726_layout_35.pdf;Rol 0338   901610000600 | labels tbv 1610000600;8720195286684.0
19;;338.0;;500.0;202011726_layout_35.pdf;Rol 0339   901610000600 | labels tbv 1610000600;8720195286684.0
20;;339.0;;500.0;202011726_layout_35.pdf;Rol 0340   901610000600 | labels tbv 1610000600;8720195286684.0
21;;340.0;;500.0;202011726_layout_35.pdf;Rol 0341   901610000600 | labels tbv 1610000600;8720195286684.0
22;;341.0;;500.0;202011726_layout_35.pdf;Rol 0342   901610000600 | labels tbv 1610000600;8720195286684.0
23;;342.0;;500.0;202011726_layout_36.pdf;Rol 0343   901610000900 | labels tbv 1610000900;8720195286691.0
24;;343.0;;500.0;202011726_layout_36.pdf;Rol 0344   901610000900 | labels tbv 1610000900;8720195286691.0
25;;344.0;;500.0;202011726_layout_36.pdf;Rol 0345   901610000900 | labels tbv 1610000900;8720195286691.0
26;;345.0;;500.0;202011726_layout_36.pdf;Rol 0346   901610000900 | labels tbv 1610000900;8720195286691.0
27;;346.0;;500.0;202011726_layout_37.pdf;Rol 0347   901610001000 | labels tbv 1610001000;8720195286707.0
28;;347.0;;500.0;202011726_layout_37.pdf;Rol 0348   901610001000 | labels tbv 1610001000;8720195286707.0
0;202011726_inschiet_met_rolnummer_baan_13 | 14500 etiketten;;;;;;
0;;348.0;;500.0;202011726_layout_37.pdf;Rol 0349   901610001000 | labels tbv 1610001000;8720195286707.0
1;;349.0;;500.0;202011726_layout_37.pdf;Rol 0350   901610001000 | labels tbv 1610001000;8720195286707.0
2;;350.0;;500.0;202011726_layout_38.pdf;Rol 0351   901610001100 | labels tbv 1610001100;8720195286714.0
3;;351.0;;500.0;202011726_layout_38.pdf;Rol 0352   901610001100 | labels tbv 1610001100;8720195286714.0
4;;352.0;;500.0;202011726_layout_38.pdf;Rol 0353   901610001100 | labels tbv 1610001100;8720195286714.0
5;;353.0;;500.0;202011726_layout_38.pdf;Rol 0354   901610001100 | labels tbv 1610001100;8720195286714.0
6;;354.0;;500.0;202011726_layout_39.pdf;Rol 0355   901610001200 | labels tbv 1610001200;8720195286721.0
7;;355.0;;500.0;202011726_layout_39.pdf;Rol 0356   901610001200 | labels tbv 1610001200;8720195286721.0
8;;356.0;;500.0;202011726_layout_39.pdf;Rol 0357   901610001200 | labels tbv 1610001200;8720195286721.0
9;;357.0;;500.0;202011726_layout_39.pdf;Rol 0358   901610001200 | labels tbv 1610001200;8720195286721.0
10;;358.0;;500.0;202011726_layout_40.pdf;Rol 0359   901610001300 | labels tbv 1610001300;8720195286738.0
11;;359.0;;500.0;202011726_layout_40.pdf;Rol 0360   901610001300 | labels tbv 1610001300;8720195286738.0
12;;360.0;;500.0;202011726_layout_40.pdf;Rol 0361   901610001300 | labels tbv 1610001300;8720195286738.0
13;;361.0;;500.0;202011726_layout_40.pdf;Rol 0362   901610001300 | labels tbv 1610001300;8720195286738.0
14;;362.0;;500.0;202011726_layout_41.pdf;Rol 0363   901610001400 | labels tbv 1610001400;8720195286745.0
15;;363.0;;500.0;202011726_layout_41.pdf;Rol 0364   901610001400 | labels tbv 1610001400;8720195286745.0
16;;364.0;;500.0;202011726_layout_41.pdf;Rol 0365   901610001400 | labels tbv 1610001400;8720195286745.0
17;;365.0;;500.0;202011726_layout_41.pdf;Rol 0366   901610001400 | labels tbv 1610001400;8720195286745.0
18;;366.0;;500.0;202011726_layout_42.pdf;Rol 0367   901610003300 | labels tbv 1610003300;8720195286752.0
19;;367.0;;500.0;202011726_layout_42.pdf;Rol 0368   901610003300 | labels tbv 1610003300;8720195286752.0
20;;368.0;;500.0;202011726_layout_42.pdf;Rol 0369   901610003300 | labels tbv 1610003300;8720195286752.0
21;;369.0;;500.0;202011726_layout_42.pdf;Rol 0370   901610003300 | labels tbv 1610003300;8720195286752.0
22;;370.0;;500.0;202011726_layout_43.pdf;Rol 0371   901610003400 | labels tbv 1610003400;8720195286769.0
23;;371.0;;500.0;202011726_layout_43.pdf;Rol 0372   901610003400 | labels tbv 1610003400;8720195286769.0
24;;372.0;;500.0;202011726_layout_43.pdf;Rol 0373   901610003400 | labels tbv 1610003400;8720195286769.0
25;;373.0;;500.0;202011726_layout_43.pdf;Rol 0374   901610003400 | labels tbv 1610003400;8720195286769.0
26;;374.0;;500.0;202011726_layout_44.pdf;Rol 0375   901610003500 | labels tbv 1610003500;8720195286776.0
27;;375.0;;500.0;202011726_layout_44.pdf;Rol 0376   901610003500 | labels tbv 1610003500;8720195286776.0
28;;376.0;;500.0;202011726_layout_44.pdf;Rol 0377   901610003500 | labels tbv 1610003500;8720195286776.0
0;202011726_inschiet_met_rolnummer_baan_14 | 14500 etiketten;;;;;;
0;;377.0;;500.0;202011726_layout_44.pdf;Rol 0378   901610003500 | labels tbv 1610003500;8720195286776.0
1;;378.0;;500.0;202011726_layout_44.pdf;Rol 0379   901610003500 | labels tbv 1610003500;8720195286776.0
2;;379.0;;500.0;202011726_layout_44.pdf;Rol 0380   901610003500 | labels tbv 1610003500;8720195286776.0
3;;380.0;;500.0;202011726_layout_45.pdf;Rol 0381   901610003600 | labels tbv 1610003600;8720195286783.0
4;;381.0;;500.0;202011726_layout_45.pdf;Rol 0382   901610003600 | labels tbv 1610003600;8720195286783.0
5;;382.0;;500.0;202011726_layout_45.pdf;Rol 0383   901610003600 | labels tbv 1610003600;8720195286783.0
6;;383.0;;500.0;202011726_layout_45.pdf;Rol 0384   901610003600 | labels tbv 1610003600;8720195286783.0
7;;384.0;;500.0;202011726_layout_45.pdf;Rol 0385   901610003600 | labels tbv 1610003600;8720195286783.0
8;;385.0;;500.0;202011726_layout_45.pdf;Rol 0386   901610003600 | labels tbv 1610003600;8720195286783.0
9;;386.0;;500.0;202011726_layout_46.pdf;Rol 0387   901610004000 | labels tbv 1610004000;8720195286790.0
10;;387.0;;500.0;202011726_layout_46.pdf;Rol 0388   901610004000 | labels tbv 1610004000;8720195286790.0
11;;388.0;;500.0;202011726_layout_46.pdf;Rol 0389   901610004000 | labels tbv 1610004000;8720195286790.0
12;;389.0;;500.0;202011726_layout_46.pdf;Rol 0390   901610004000 | labels tbv 1610004000;8720195286790.0
13;;390.0;;500.0;202011726_layout_46.pdf;Rol 0391   901610004000 | labels tbv 1610004000;8720195286790.0
14;;391.0;;500.0;202011726_layout_46.pdf;Rol 0392   901610004000 | labels tbv 1610004000;8720195286790.0
15;;392.0;;500.0;202011726_layout_46.pdf;Rol 0393   901610004000 | labels tbv 1610004000;8720195286790.0
16;;393.0;;500.0;202011726_layout_46.pdf;Rol 0394   901610004000 | labels tbv 1610004000;8720195286790.0
17;;394.0;;500.0;202011726_layout_46.pdf;Rol 0395   901610004000 | labels tbv 1610004000;8720195286790.0
18;;395.0;;500.0;202011726_layout_46.pdf;Rol 0396   901610004000 | labels tbv 1610004000;8720195286790.0
19;;396.0;;500.0;202011726_layout_46.pdf;Rol 0397   901610004000 | labels tbv 1610004000;8720195286790.0
20;;397.0;;500.0;202011726_layout_46.pdf;Rol 0398   901610004000 | labels tbv 1610004000;8720195286790.0
21;;398.0;;500.0;202011726_layout_46.pdf;Rol 0399   901610004000 | labels tbv 1610004000;8720195286790.0
22;;399.0;;500.0;202011726_layout_46.pdf;Rol 0400   901610004000 | labels tbv 1610004000;8720195286790.0
23;;400.0;;500.0;202011726_layout_46.pdf;Rol 0401   901610004000 | labels tbv 1610004000;8720195286790.0
24;;401.0;;500.0;202011726_layout_46.pdf;Rol 0402   901610004000 | labels tbv 1610004000;8720195286790.0
25;;402.0;;500.0;202011726_layout_46.pdf;Rol 0403   901610004000 | labels tbv 1610004000;8720195286790.0
26;;403.0;;500.0;202011726_layout_46.pdf;Rol 0404   901610004000 | labels tbv 1610004000;8720195286790.0
27;;404.0;;500.0;202011726_layout_47.pdf;Rol 0405   901610004100 | labels tbv 1610004100;8720195286806.0
28;;405.0;;500.0;202011726_layout_47.pdf;Rol 0406   901610004100 | labels tbv 1610004100;8720195286806.0
0;202011726_inschiet_met_rolnummer_baan_15 | 14500 etiketten;;;;;;
0;;406.0;;500.0;202011726_layout_47.pdf;Rol 0407   901610004100 | labels tbv 1610004100;8720195286806.0
1;;407.0;;500.0;202011726_layout_47.pdf;Rol 0408   901610004100 | labels tbv 1610004100;8720195286806.0
2;;408.0;;500.0;202011726_layout_47.pdf;Rol 0409   901610004100 | labels tbv 1610004100;8720195286806.0
3;;409.0;;500.0;202011726_layout_47.pdf;Rol 0410   901610004100 | labels tbv 1610004100;8720195286806.0
4;;410.0;;500.0;202011726_layout_47.pdf;Rol 0411   901610004100 | labels tbv 1610004100;8720195286806.0
5;;411.0;;500.0;202011726_layout_47.pdf;Rol 0412   901610004100 | labels tbv 1610004100;8720195286806.0
6;;412.0;;500.0;202011726_layout_48.pdf;Rol 0413   901620000040 | labels tbv 1620000040;8720195286813.0
7;;413.0;;500.0;202011726_layout_48.pdf;Rol 0414   901620000040 | labels tbv 1620000040;8720195286813.0
8;;414.0;;500.0;202011726_layout_48.pdf;Rol 0415   901620000040 | labels tbv 1620000040;8720195286813.0
9;;415.0;;500.0;202011726_layout_48.pdf;Rol 0416   901620000040 | labels tbv 1620000040;8720195286813.0
10;;416.0;;500.0;202011726_layout_49.pdf;Rol 0417   901620000050 | labels tbv 1620000050;8720195286820.0
11;;417.0;;500.0;202011726_layout_49.pdf;Rol 0418   901620000050 | labels tbv 1620000050;8720195286820.0
12;;418.0;;500.0;202011726_layout_49.pdf;Rol 0419   901620000050 | labels tbv 1620000050;8720195286820.0
13;;419.0;;500.0;202011726_layout_49.pdf;Rol 0420   901620000050 | labels tbv 1620000050;8720195286820.0
14;;420.0;;500.0;202011726_layout_50.pdf;Rol 0421   901620000100 | labels tbv 1620000100;8720195286837.0
15;;421.0;;500.0;202011726_layout_50.pdf;Rol 0422   901620000100 | labels tbv 1620000100;8720195286837.0
16;;422.0;;500.0;202011726_layout_50.pdf;Rol 0423   901620000100 | labels tbv 1620000100;8720195286837.0
17;;423.0;;500.0;202011726_layout_50.pdf;Rol 0424   901620000100 | labels tbv 1620000100;8720195286837.0
18;;424.0;;500.0;202011726_layout_50.pdf;Rol 0425   901620000100 | labels tbv 1620000100;8720195286837.0
19;;425.0;;500.0;202011726_layout_50.pdf;Rol 0426   901620000100 | labels tbv 1620000100;8720195286837.0
20;;426.0;;500.0;202011726_layout_50.pdf;Rol 0427   901620000100 | labels tbv 1620000100;8720195286837.0
21;;427.0;;500.0;202011726_layout_50.pdf;Rol 0428   901620000100 | labels tbv 1620000100;8720195286837.0
22;;428.0;;500.0;202011726_layout_51.pdf;Rol 0429   901620000150 | labels tbv 1620000150;8720195286844.0
23;;429.0;;500.0;202011726_layout_51.pdf;Rol 0430   901620000150 | labels tbv 1620000150;8720195286844.0
24;;430.0;;500.0;202011726_layout_51.pdf;Rol 0431   901620000150 | labels tbv 1620000150;8720195286844.0
25;;431.0;;500.0;202011726_layout_51.pdf;Rol 0432   901620000150 | labels tbv 1620000150;8720195286844.0
26;;432.0;;500.0;202011726_layout_51.pdf;Rol 0433   901620000150 | labels tbv 1620000150;8720195286844.0
27;;433.0;;500.0;202011726_layout_51.pdf;Rol 0434   901620000150 | labels tbv 1620000150;8720195286844.0
28;;434.0;;500.0;202011726_layout_51.pdf;Rol 0435   901620000150 | labels tbv 1620000150;8720195286844.0
0;202011726_inschiet_met_rolnummer_baan_16 | 14500 etiketten;;;;;;
0;;435.0;;500.0;202011726_layout_51.pdf;Rol 0436   901620000150 | labels tbv 1620000150;8720195286844.0
1;;436.0;;500.0;202011726_layout_51.pdf;Rol 0437   901620000150 | labels tbv 1620000150;8720195286844.0
2;;437.0;;500.0;202011726_layout_51.pdf;Rol 0438   901620000150 | labels tbv 1620000150;8720195286844.0
3;;438.0;;500.0;202011726_layout_51.pdf;Rol 0439   901620000150 | labels tbv 1620000150;8720195286844.0
4;;439.0;;500.0;202011726_layout_51.pdf;Rol 0440   901620000150 | labels tbv 1620000150;8720195286844.0
5;;440.0;;500.0;202011726_layout_51.pdf;Rol 0441   901620000150 | labels tbv 1620000150;8720195286844.0
6;;441.0;;500.0;202011726_layout_51.pdf;Rol 0442   901620000150 | labels tbv 1620000150;8720195286844.0
7;;442.0;;500.0;202011726_layout_52.pdf;Rol 0443   901620000175 | labels tbv 1620000175;8720195286851.0
8;;443.0;;500.0;202011726_layout_52.pdf;Rol 0444   901620000175 | labels tbv 1620000175;8720195286851.0
9;;444.0;;500.0;202011726_layout_52.pdf;Rol 0445   901620000175 | labels tbv 1620000175;8720195286851.0
10;;445.0;;500.0;202011726_layout_52.pdf;Rol 0446   901620000175 | labels tbv 1620000175;8720195286851.0
11;;446.0;;500.0;202011726_layout_53.pdf;Rol 0447   901620000200 | labels tbv 1620000200;8720195286868.0
12;;447.0;;500.0;202011726_layout_53.pdf;Rol 0448   901620000200 | labels tbv 1620000200;8720195286868.0
13;;448.0;;500.0;202011726_layout_53.pdf;Rol 0449   901620000200 | labels tbv 1620000200;8720195286868.0
14;;449.0;;500.0;202011726_layout_53.pdf;Rol 0450   901620000200 | labels tbv 1620000200;8720195286868.0
15;;450.0;;500.0;202011726_layout_53.pdf;Rol 0451   901620000200 | labels tbv 1620000200;8720195286868.0
16;;451.0;;500.0;202011726_layout_53.pdf;Rol 0452   901620000200 | labels tbv 1620000200;8720195286868.0
17;;452.0;;500.0;202011726_layout_53.pdf;Rol 0453   901620000200 | labels tbv 1620000200;8720195286868.0
18;;453.0;;500.0;202011726_layout_53.pdf;Rol 0454   901620000200 | labels tbv 1620000200;8720195286868.0
19;;454.0;;500.0;202011726_layout_53.pdf;Rol 0455   901620000200 | labels tbv 1620000200;8720195286868.0
20;;455.0;;500.0;202011726_layout_53.pdf;Rol 0456   901620000200 | labels tbv 1620000200;8720195286868.0
21;;456.0;;500.0;202011726_layout_53.pdf;Rol 0457   901620000200 | labels tbv 1620000200;8720195286868.0
22;;457.0;;500.0;202011726_layout_53.pdf;Rol 0458   901620000200 | labels tbv 1620000200;8720195286868.0
23;;458.0;;500.0;202011726_layout_53.pdf;Rol 0459   901620000200 | labels tbv 1620000200;8720195286868.0
24;;459.0;;500.0;202011726_layout_53.pdf;Rol 0460   901620000200 | labels tbv 1620000200;8720195286868.0
25;;460.0;;500.0;202011726_layout_53.pdf;Rol 0461   901620000200 | labels tbv 1620000200;8720195286868.0
26;;461.0;;500.0;202011726_layout_53.pdf;Rol 0462   901620000200 | labels tbv 1620000200;8720195286868.0
27;;462.0;;500.0;202011726_layout_53.pdf;Rol 0463   901620000200 | labels tbv 1620000200;8720195286868.0
28;;463.0;;500.0;202011726_layout_53.pdf;Rol 0464   901620000200 | labels tbv 1620000200;8720195286868.0
0;202011726_inschiet_met_rolnummer_baan_17 | 14500 etiketten;;;;;;
0;;464.0;;500.0;202011726_layout_53.pdf;Rol 0465   901620000200 | labels tbv 1620000200;8720195286868.0
1;;465.0;;500.0;202011726_layout_53.pdf;Rol 0466   901620000200 | labels tbv 1620000200;8720195286868.0
2;;466.0;;500.0;202011726_layout_53.pdf;Rol 0467   901620000200 | labels tbv 1620000200;8720195286868.0
3;;467.0;;500.0;202011726_layout_53.pdf;Rol 0468   901620000200 | labels tbv 1620000200;8720195286868.0
