;0;Code;Colorcode;Unnamed: 0;aantal;beeld
19;;8720195286356.0;900810000200 | labels tbv 0810000200;48.0;500.0;202011726_layout_2.pdf
20;;8720195286356.0;900810000200 | labels tbv 0810000200;49.0;500.0;202011726_layout_2.pdf
21;;8720195286356.0;900810000200 | labels tbv 0810000200;50.0;500.0;202011726_layout_2.pdf
22;;8720195286356.0;900810000200 | labels tbv 0810000200;51.0;500.0;202011726_layout_2.pdf
23;;8720195286356.0;900810000200 | labels tbv 0810000200;52.0;500.0;202011726_layout_2.pdf
24;;8720195286356.0;900810000200 | labels tbv 0810000200;53.0;500.0;202011726_layout_2.pdf
25;;8720195286356.0;900810000200 | labels tbv 0810000200;54.0;500.0;202011726_layout_2.pdf
26;;8720195286356.0;900810000200 | labels tbv 0810000200;55.0;500.0;202011726_layout_2.pdf
27;;8720195286356.0;900810000200 | labels tbv 0810000200;56.0;500.0;202011726_layout_2.pdf
28;;8720195286356.0;900810000200 | labels tbv 0810000200;57.0;500.0;202011726_layout_2.pdf
0;202011726_inschiet_baan_3 | 14500 etiketten;;;;;
0;;8720195286356.0;900810000200 | labels tbv 0810000200;58.0;500.0;202011726_layout_2.pdf
1;;8720195286356.0;900810000200 | labels tbv 0810000200;59.0;500.0;202011726_layout_2.pdf
2;;8720195286356.0;900810000200 | labels tbv 0810000200;60.0;500.0;202011726_layout_2.pdf
3;;8720195286356.0;900810000200 | labels tbv 0810000200;61.0;500.0;202011726_layout_2.pdf
4;;8720195286356.0;900810000200 | labels tbv 0810000200;62.0;500.0;202011726_layout_2.pdf
5;;8720195286356.0;900810000200 | labels tbv 0810000200;63.0;500.0;202011726_layout_2.pdf
6;;8720195286356.0;900810000200 | labels tbv 0810000200;64.0;500.0;202011726_layout_2.pdf
7;;8720195286356.0;900810000200 | labels tbv 0810000200;65.0;500.0;202011726_layout_2.pdf
8;;8720195286356.0;900810000200 | labels tbv 0810000200;66.0;500.0;202011726_layout_2.pdf
9;;8720195286356.0;900810000200 | labels tbv 0810000200;67.0;500.0;202011726_layout_2.pdf
10;;8720195286363.0;900810000300 | labels tbv 0810000300;68.0;500.0;202011726_layout_3.pdf
11;;8720195286363.0;900810000300 | labels tbv 0810000300;69.0;500.0;202011726_layout_3.pdf
12;;8720195286363.0;900810000300 | labels tbv 0810000300;70.0;500.0;202011726_layout_3.pdf
13;;8720195286363.0;900810000300 | labels tbv 0810000300;71.0;500.0;202011726_layout_3.pdf
14;;8720195286363.0;900810000300 | labels tbv 0810000300;72.0;500.0;202011726_layout_3.pdf
15;;8720195286363.0;900810000300 | labels tbv 0810000300;73.0;500.0;202011726_layout_3.pdf
16;;8720195286363.0;900810000300 | labels tbv 0810000300;74.0;500.0;202011726_layout_3.pdf
17;;8720195286363.0;900810000300 | labels tbv 0810000300;75.0;500.0;202011726_layout_3.pdf
18;;8720195286363.0;900810000300 | labels tbv 0810000300;76.0;500.0;202011726_layout_3.pdf
19;;8720195286363.0;900810000300 | labels tbv 0810000300;77.0;500.0;202011726_layout_3.pdf
20;;8720195286363.0;900810000300 | labels tbv 0810000300;78.0;500.0;202011726_layout_3.pdf
21;;8720195286363.0;900810000300 | labels tbv 0810000300;79.0;500.0;202011726_layout_3.pdf
22;;8720195286363.0;900810000300 | labels tbv 0810000300;80.0;500.0;202011726_layout_3.pdf
23;;8720195286363.0;900810000300 | labels tbv 0810000300;81.0;500.0;202011726_layout_3.pdf
24;;8720195286363.0;900810000300 | labels tbv 0810000300;82.0;500.0;202011726_layout_3.pdf
25;;8720195286363.0;900810000300 | labels tbv 0810000300;83.0;500.0;202011726_layout_3.pdf
26;;8720195286363.0;900810000300 | labels tbv 0810000300;84.0;500.0;202011726_layout_3.pdf
27;;8720195286363.0;900810000300 | labels tbv 0810000300;85.0;500.0;202011726_layout_3.pdf
28;;8720195286363.0;900810000300 | labels tbv 0810000300;86.0;500.0;202011726_layout_3.pdf
0;202011726_inschiet_baan_4 | 14500 etiketten;;;;;
0;;8720195286363.0;900810000300 | labels tbv 0810000300;87.0;500.0;202011726_layout_3.pdf
1;;8720195286363.0;900810000300 | labels tbv 0810000300;88.0;500.0;202011726_layout_3.pdf
2;;8720195286363.0;900810000300 | labels tbv 0810000300;89.0;500.0;202011726_layout_3.pdf
3;;8720195286363.0;900810000300 | labels tbv 0810000300;90.0;500.0;202011726_layout_3.pdf
4;;8720195286363.0;900810000300 | labels tbv 0810000300;91.0;500.0;202011726_layout_3.pdf
5;;8720195286363.0;900810000300 | labels tbv 0810000300;92.0;500.0;202011726_layout_3.pdf
6;;8720195286363.0;900810000300 | labels tbv 0810000300;93.0;500.0;202011726_layout_3.pdf
7;;8720195286363.0;900810000300 | labels tbv 0810000300;94.0;500.0;202011726_layout_3.pdf
8;;8720195286363.0;900810000300 | labels tbv 0810000300;95.0;500.0;202011726_layout_3.pdf
9;;8720195286363.0;900810000300 | labels tbv 0810000300;96.0;500.0;202011726_layout_3.pdf
10;;8720195286363.0;900810000300 | labels tbv 0810000300;97.0;500.0;202011726_layout_3.pdf
11;;8720195286363.0;900810000300 | labels tbv 0810000300;98.0;500.0;202011726_layout_3.pdf
12;;8720195286363.0;900810000300 | labels tbv 0810000300;99.0;500.0;202011726_layout_3.pdf
13;;8720195286363.0;900810000300 | labels tbv 0810000300;100.0;500.0;202011726_layout_3.pdf
14;;8720195286363.0;900810000300 | labels tbv 0810000300;101.0;500.0;202011726_layout_3.pdf
15;;8720195286363.0;900810000300 | labels tbv 0810000300;102.0;500.0;202011726_layout_3.pdf
16;;8720195286363.0;900810000300 | labels tbv 0810000300;103.0;500.0;202011726_layout_3.pdf
17;;8720195286363.0;900810000300 | labels tbv 0810000300;104.0;500.0;202011726_layout_3.pdf
18;;8720195286363.0;900810000300 | labels tbv 0810000300;105.0;500.0;202011726_layout_3.pdf
19;;8720195286363.0;900810000300 | labels tbv 0810000300;106.0;500.0;202011726_layout_3.pdf
20;;8720195286363.0;900810000300 | labels tbv 0810000300;107.0;500.0;202011726_layout_3.pdf
21;;8720195286370.0;900810000400 | labels tbv 0810000400;108.0;500.0;202011726_layout_4.pdf
22;;8720195286370.0;900810000400 | labels tbv 0810000400;109.0;500.0;202011726_layout_4.pdf
23;;8720195286370.0;900810000400 | labels tbv 0810000400;110.0;500.0;202011726_layout_4.pdf
24;;8720195286370.0;900810000400 | labels tbv 0810000400;111.0;500.0;202011726_layout_4.pdf
25;;8720195286387.0;900810000500 | labels tbv 0810000500;112.0;500.0;202011726_layout_5.pdf
26;;8720195286387.0;900810000500 | labels tbv 0810000500;113.0;500.0;202011726_layout_5.pdf
27;;8720195286387.0;900810000500 | labels tbv 0810000500;114.0;500.0;202011726_layout_5.pdf
28;;8720195286387.0;900810000500 | labels tbv 0810000500;115.0;500.0;202011726_layout_5.pdf
0;202011726_inschiet_baan_5 | 14500 etiketten;;;;;
0;;8720195286387.0;900810000500 | labels tbv 0810000500;116.0;500.0;202011726_layout_5.pdf
1;;8720195286387.0;900810000500 | labels tbv 0810000500;117.0;500.0;202011726_layout_5.pdf
2;;8720195286387.0;900810000500 | labels tbv 0810000500;118.0;500.0;202011726_layout_5.pdf
3;;8720195286387.0;900810000500 | labels tbv 0810000500;119.0;500.0;202011726_layout_5.pdf
4;;8720195286387.0;900810000500 | labels tbv 0810000500;120.0;500.0;202011726_layout_5.pdf
5;;8720195286387.0;900810000500 | labels tbv 0810000500;121.0;500.0;202011726_layout_5.pdf
6;;8720195286387.0;900810000500 | labels tbv 0810000500;122.0;500.0;202011726_layout_5.pdf
7;;8720195286387.0;900810000500 | labels tbv 0810000500;123.0;500.0;202011726_layout_5.pdf
8;;8720195286387.0;900810000500 | labels tbv 0810000500;124.0;500.0;202011726_layout_5.pdf
9;;8720195286387.0;900810000500 | labels tbv 0810000500;125.0;500.0;202011726_layout_5.pdf
10;;8720195286394.0;900810000600 | labels tbv 0810000600;126.0;500.0;202011726_layout_6.pdf
11;;8720195286394.0;900810000600 | labels tbv 0810000600;127.0;500.0;202011726_layout_6.pdf
12;;8720195286394.0;900810000600 | labels tbv 0810000600;128.0;500.0;202011726_layout_6.pdf
13;;8720195286394.0;900810000600 | labels tbv 0810000600;129.0;500.0;202011726_layout_6.pdf
14;;8720195286394.0;900810000600 | labels tbv 0810000600;130.0;500.0;202011726_layout_6.pdf
15;;8720195286394.0;900810000600 | labels tbv 0810000600;131.0;500.0;202011726_layout_6.pdf
16;;8720195286394.0;900810000600 | labels tbv 0810000600;132.0;500.0;202011726_layout_6.pdf
17;;8720195286394.0;900810000600 | labels tbv 0810000600;133.0;500.0;202011726_layout_6.pdf
18;;8720195286394.0;900810000600 | labels tbv 0810000600;134.0;500.0;202011726_layout_6.pdf
19;;8720195286394.0;900810000600 | labels tbv 0810000600;135.0;500.0;202011726_layout_6.pdf
20;;8720195286394.0;900810000600 | labels tbv 0810000600;136.0;500.0;202011726_layout_6.pdf
21;;8720195286394.0;900810000600 | labels tbv 0810000600;137.0;500.0;202011726_layout_6.pdf
22;;8720195286394.0;900810000600 | labels tbv 0810000600;138.0;500.0;202011726_layout_6.pdf
23;;8720195286394.0;900810000600 | labels tbv 0810000600;139.0;500.0;202011726_layout_6.pdf
24;;8720195286394.0;900810000600 | labels tbv 0810000600;140.0;500.0;202011726_layout_6.pdf
25;;8720195286394.0;900810000600 | labels tbv 0810000600;141.0;500.0;202011726_layout_6.pdf
26;;8720195286394.0;900810000600 | labels tbv 0810000600;142.0;500.0;202011726_layout_6.pdf
27;;8720195286394.0;900810000600 | labels tbv 0810000600;143.0;500.0;202011726_layout_6.pdf
28;;8720195286394.0;900810000600 | labels tbv 0810000600;144.0;500.0;202011726_layout_6.pdf
0;202011726_inschiet_baan_6 | 14500 etiketten;;;;;
0;;8720195286394.0;900810000600 | labels tbv 0810000600;145.0;500.0;202011726_layout_6.pdf
1;;8720195286394.0;900810000600 | labels tbv 0810000600;146.0;500.0;202011726_layout_6.pdf
2;;8720195286394.0;900810000600 | labels tbv 0810000600;147.0;500.0;202011726_layout_6.pdf
3;;8720195286394.0;900810000600 | labels tbv 0810000600;148.0;500.0;202011726_layout_6.pdf
4;;8720195286394.0;900810000600 | labels tbv 0810000600;149.0;500.0;202011726_layout_6.pdf
5;;8720195286394.0;900810000600 | labels tbv 0810000600;150.0;500.0;202011726_layout_6.pdf
6;;8720195286394.0;900810000600 | labels tbv 0810000600;151.0;500.0;202011726_layout_6.pdf
7;;8720195286394.0;900810000600 | labels tbv 0810000600;152.0;500.0;202011726_layout_6.pdf
8;;8720195286394.0;900810000600 | labels tbv 0810000600;153.0;500.0;202011726_layout_6.pdf
9;;8720195286400.0;900850000050 | labels tbv 0850000050;154.0;500.0;202011726_layout_7.pdf
10;;8720195286400.0;900850000050 | labels tbv 0850000050;155.0;500.0;202011726_layout_7.pdf
11;;8720195286400.0;900850000050 | labels tbv 0850000050;156.0;500.0;202011726_layout_7.pdf
12;;8720195286400.0;900850000050 | labels tbv 0850000050;157.0;500.0;202011726_layout_7.pdf
13;;8720195286417.0;900910003000 | labels tbv 0910003000;158.0;500.0;202011726_layout_8.pdf
14;;8720195286417.0;900910003000 | labels tbv 0910003000;159.0;500.0;202011726_layout_8.pdf
15;;8720195286417.0;900910003000 | labels tbv 0910003000;160.0;500.0;202011726_layout_8.pdf
16;;8720195286417.0;900910003000 | labels tbv 0910003000;161.0;500.0;202011726_layout_8.pdf
17;;8720195286417.0;900910003000 | labels tbv 0910003000;162.0;500.0;202011726_layout_8.pdf
18;;8720195286417.0;900910003000 | labels tbv 0910003000;163.0;500.0;202011726_layout_8.pdf
19;;8720195286424.0;900910005010 | labels tbv 0910005010;164.0;500.0;202011726_layout_9.pdf
20;;8720195286424.0;900910005010 | labels tbv 0910005010;165.0;500.0;202011726_layout_9.pdf
21;;8720195286424.0;900910005010 | labels tbv 0910005010;166.0;500.0;202011726_layout_9.pdf
22;;8720195286424.0;900910005010 | labels tbv 0910005010;167.0;500.0;202011726_layout_9.pdf
23;;8720195286431.0;900910005020 | labels tbv 0910005020;168.0;500.0;202011726_layout_10.pdf
24;;8720195286431.0;900910005020 | labels tbv 0910005020;169.0;500.0;202011726_layout_10.pdf
25;;8720195286431.0;900910005020 | labels tbv 0910005020;170.0;500.0;202011726_layout_10.pdf
26;;8720195286431.0;900910005020 | labels tbv 0910005020;171.0;500.0;202011726_layout_10.pdf
27;;8720195286448.0;900910005030 | labels tbv 0910005030;172.0;500.0;202011726_layout_11.pdf
28;;8720195286448.0;900910005030 | labels tbv 0910005030;173.0;500.0;202011726_layout_11.pdf
0;202011726_inschiet_baan_7 | 14500 etiketten;;;;;
0;;8720195286455.0;900910005050 | labels tbv 0910005050;174.0;500.0;202011726_layout_12.pdf
1;;8720195286455.0;900910005050 | labels tbv 0910005050;175.0;500.0;202011726_layout_12.pdf
2;;8720195286462.0;900910006000 | labels tbv 0910006000;176.0;500.0;202011726_layout_13.pdf
3;;8720195286462.0;900910006000 | labels tbv 0910006000;177.0;500.0;202011726_layout_13.pdf
4;;8720195286462.0;900910006000 | labels tbv 0910006000;178.0;500.0;202011726_layout_13.pdf
5;;8720195286462.0;900910006000 | labels tbv 0910006000;179.0;500.0;202011726_layout_13.pdf
6;;8720195286462.0;900910006000 | labels tbv 0910006000;180.0;500.0;202011726_layout_13.pdf
7;;8720195286462.0;900910006000 | labels tbv 0910006000;181.0;500.0;202011726_layout_13.pdf
8;;8720195286462.0;900910006000 | labels tbv 0910006000;182.0;500.0;202011726_layout_13.pdf
9;;8720195286462.0;900910006000 | labels tbv 0910006000;183.0;500.0;202011726_layout_13.pdf
10;;8720195286462.0;900910006000 | labels tbv 0910006000;184.0;500.0;202011726_layout_13.pdf
11;;8720195286462.0;900910006000 | labels tbv 0910006000;185.0;500.0;202011726_layout_13.pdf
12;;8720195286462.0;900910006000 | labels tbv 0910006000;186.0;500.0;202011726_layout_13.pdf
13;;8720195286462.0;900910006000 | labels tbv 0910006000;187.0;500.0;202011726_layout_13.pdf
14;;8720195286462.0;900910006000 | labels tbv 0910006000;188.0;500.0;202011726_layout_13.pdf
15;;8720195286462.0;900910006000 | labels tbv 0910006000;189.0;500.0;202011726_layout_13.pdf
16;;8720195286462.0;900910006000 | labels tbv 0910006000;190.0;500.0;202011726_layout_13.pdf
17;;8720195286462.0;900910006000 | labels tbv 0910006000;191.0;500.0;202011726_layout_13.pdf
18;;8720195286462.0;900910006000 | labels tbv 0910006000;192.0;500.0;202011726_layout_13.pdf
19;;8720195286462.0;900910006000 | labels tbv 0910006000;193.0;500.0;202011726_layout_13.pdf
20;;8720195286462.0;900910006000 | labels tbv 0910006000;194.0;500.0;202011726_layout_13.pdf
21;;8720195286462.0;900910006000 | labels tbv 0910006000;195.0;500.0;202011726_layout_13.pdf
22;;8720195286479.0;900910006100 | labels tbv 0910006100;196.0;500.0;202011726_layout_14.pdf
23;;8720195286479.0;900910006100 | labels tbv 0910006100;197.0;500.0;202011726_layout_14.pdf
24;;8720195286479.0;900910006100 | labels tbv 0910006100;198.0;500.0;202011726_layout_14.pdf
25;;8720195286479.0;900910006100 | labels tbv 0910006100;199.0;500.0;202011726_layout_14.pdf
26;;8720195286486.0;900910020500 | labels tbv 0910020500;200.0;500.0;202011726_layout_15.pdf
27;;8720195286486.0;900910020500 | labels tbv 0910020500;201.0;500.0;202011726_layout_15.pdf
28;;8720195286486.0;900910020500 | labels tbv 0910020500;202.0;500.0;202011726_layout_15.pdf
0;202011726_inschiet_baan_8 | 14500 etiketten;;;;;
0;;8720195286486.0;900910020500 | labels tbv 0910020500;203.0;500.0;202011726_layout_15.pdf
1;;8720195286486.0;900910020500 | labels tbv 0910020500;204.0;500.0;202011726_layout_15.pdf
2;;8720195286486.0;900910020500 | labels tbv 0910020500;205.0;500.0;202011726_layout_15.pdf
3;;8720195286493.0;900910020501 | labels tbv 0910020501;206.0;500.0;202011726_layout_16.pdf
4;;8720195286493.0;900910020501 | labels tbv 0910020501;207.0;500.0;202011726_layout_16.pdf
5;;8720195286509.0;900990003000 | labels tbv 0990003000;208.0;500.0;202011726_layout_17.pdf
6;;8720195286509.0;900990003000 | labels tbv 0990003000;209.0;500.0;202011726_layout_17.pdf
7;;8720195286509.0;900990003000 | labels tbv 0990003000;210.0;500.0;202011726_layout_17.pdf
8;;8720195286509.0;900990003000 | labels tbv 0990003000;211.0;500.0;202011726_layout_17.pdf
9;;8720195286516.0;900990004000 | labels tbv 0990004000;212.0;500.0;202011726_layout_18.pdf
10;;8720195286516.0;900990004000 | labels tbv 0990004000;213.0;500.0;202011726_layout_18.pdf
11;;8720195286523.0;900990005010 | labels tbv 0990005010;214.0;500.0;202011726_layout_19.pdf
12;;8720195286523.0;900990005010 | labels tbv 0990005010;215.0;500.0;202011726_layout_19.pdf
13;;8720195286523.0;900990005010 | labels tbv 0990005010;216.0;500.0;202011726_layout_19.pdf
14;;8720195286523.0;900990005010 | labels tbv 0990005010;217.0;500.0;202011726_layout_19.pdf
15;;8720195286523.0;900990005010 | labels tbv 0990005010;218.0;500.0;202011726_layout_19.pdf
16;;8720195286523.0;900990005010 | labels tbv 0990005010;219.0;500.0;202011726_layout_19.pdf
17;;8720195286523.0;900990005010 | labels tbv 0990005010;220.0;500.0;202011726_layout_19.pdf
18;;8720195286523.0;900990005010 | labels tbv 0990005010;221.0;500.0;202011726_layout_19.pdf
19;;8720195286530.0;900990005020 | labels tbv 0990005020;222.0;500.0;202011726_layout_20.pdf
20;;8720195286530.0;900990005020 | labels tbv 0990005020;223.0;500.0;202011726_layout_20.pdf
21;;8720195286530.0;900990005020 | labels tbv 0990005020;224.0;500.0;202011726_layout_20.pdf
22;;8720195286530.0;900990005020 | labels tbv 0990005020;225.0;500.0;202011726_layout_20.pdf
23;;8720195286530.0;900990005020 | labels tbv 0990005020;226.0;500.0;202011726_layout_20.pdf
24;;8720195286530.0;900990005020 | labels tbv 0990005020;227.0;500.0;202011726_layout_20.pdf
25;;8720195286547.0;900990005030 | labels tbv 0990005030;228.0;500.0;202011726_layout_21.pdf
26;;8720195286547.0;900990005030 | labels tbv 0990005030;229.0;500.0;202011726_layout_21.pdf
27;;8720195286547.0;900990005030 | labels tbv 0990005030;230.0;500.0;202011726_layout_21.pdf
28;;8720195286547.0;900990005030 | labels tbv 0990005030;231.0;500.0;202011726_layout_21.pdf
0;202011726_inschiet_baan_9 | 14500 etiketten;;;;;
0;;8720195286547.0;900990005030 | labels tbv 0990005030;232.0;500.0;202011726_layout_21.pdf
1;;8720195286547.0;900990005030 | labels tbv 0990005030;233.0;500.0;202011726_layout_21.pdf
2;;8720195286554.0;900990005050 | labels tbv 0990005050;234.0;500.0;202011726_layout_22.pdf
3;;8720195286554.0;900990005050 | labels tbv 0990005050;235.0;500.0;202011726_layout_22.pdf
4;;8720195286554.0;900990005050 | labels tbv 0990005050;236.0;500.0;202011726_layout_22.pdf
5;;8720195286554.0;900990005050 | labels tbv 0990005050;237.0;500.0;202011726_layout_22.pdf
6;;8720195286561.0;900990005060 | labels tbv 0990005060;238.0;500.0;202011726_layout_23.pdf
7;;8720195286561.0;900990005060 | labels tbv 0990005060;239.0;500.0;202011726_layout_23.pdf
8;;8720195286578.0;900990005070 | labels tbv 0990005070;240.0;500.0;202011726_layout_24.pdf
9;;8720195286578.0;900990005070 | labels tbv 0990005070;241.0;500.0;202011726_layout_24.pdf
10;;8720195286585.0;900990006000 | labels tbv 0990006000;242.0;500.0;202011726_layout_25.pdf
11;;8720195286585.0;900990006000 | labels tbv 0990006000;243.0;500.0;202011726_layout_25.pdf
12;;8720195286585.0;900990006000 | labels tbv 0990006000;244.0;500.0;202011726_layout_25.pdf
13;;8720195286585.0;900990006000 | labels tbv 0990006000;245.0;500.0;202011726_layout_25.pdf
14;;8720195286585.0;900990006000 | labels tbv 0990006000;246.0;500.0;202011726_layout_25.pdf
15;;8720195286585.0;900990006000 | labels tbv 0990006000;247.0;500.0;202011726_layout_25.pdf
16;;8720195286585.0;900990006000 | labels tbv 0990006000;248.0;500.0;202011726_layout_25.pdf
17;;8720195286585.0;900990006000 | labels tbv 0990006000;249.0;500.0;202011726_layout_25.pdf
18;;8720195286592.0;900990006100 | labels tbv 0990006100;250.0;500.0;202011726_layout_26.pdf
19;;8720195286592.0;900990006100 | labels tbv 0990006100;251.0;500.0;202011726_layout_26.pdf
20;;8720195286592.0;900990006100 | labels tbv 0990006100;252.0;500.0;202011726_layout_26.pdf
21;;8720195286592.0;900990006100 | labels tbv 0990006100;253.0;500.0;202011726_layout_26.pdf
22;;8720195286592.0;900990006100 | labels tbv 0990006100;254.0;500.0;202011726_layout_26.pdf
23;;8720195286592.0;900990006100 | labels tbv 0990006100;255.0;500.0;202011726_layout_26.pdf
24;;8720195286592.0;900990006100 | labels tbv 0990006100;256.0;500.0;202011726_layout_26.pdf
25;;8720195286592.0;900990006100 | labels tbv 0990006100;257.0;500.0;202011726_layout_26.pdf
26;;8720195286592.0;900990006100 | labels tbv 0990006100;258.0;500.0;202011726_layout_26.pdf
27;;8720195286592.0;900990006100 | labels tbv 0990006100;259.0;500.0;202011726_layout_26.pdf
28;;8720195286608.0;900990006110 | labels tbv 0990006110;260.0;500.0;202011726_layout_27.pdf
0;202011726_inschiet_baan_10 | 14500 etiketten;;;;;
0;;8720195286608.0;900990006110 | labels tbv 0990006110;261.0;500.0;202011726_layout_27.pdf
1;;8720195286608.0;900990006110 | labels tbv 0990006110;262.0;500.0;202011726_layout_27.pdf
2;;8720195286608.0;900990006110 | labels tbv 0990006110;263.0;500.0;202011726_layout_27.pdf
3;;8720195286615.0;900990006120 | labels tbv 0990006120;264.0;500.0;202011726_layout_28.pdf
4;;8720195286615.0;900990006120 | labels tbv 0990006120;265.0;500.0;202011726_layout_28.pdf
5;;8720195286622.0;900990007100 | labels tbv 0990007100;266.0;500.0;202011726_layout_29.pdf
6;;8720195286622.0;900990007100 | labels tbv 0990007100;267.0;500.0;202011726_layout_29.pdf
7;;8720195286622.0;900990007100 | labels tbv 0990007100;268.0;500.0;202011726_layout_29.pdf
8;;8720195286622.0;900990007100 | labels tbv 0990007100;269.0;500.0;202011726_layout_29.pdf
9;;8720195286622.0;900990007100 | labels tbv 0990007100;270.0;500.0;202011726_layout_29.pdf
10;;8720195286622.0;900990007100 | labels tbv 0990007100;271.0;500.0;202011726_layout_29.pdf
11;;8720195286622.0;900990007100 | labels tbv 0990007100;272.0;500.0;202011726_layout_29.pdf
12;;8720195286622.0;900990007100 | labels tbv 0990007100;273.0;500.0;202011726_layout_29.pdf
13;;8720195286622.0;900990007100 | labels tbv 0990007100;274.0;500.0;202011726_layout_29.pdf
14;;8720195286622.0;900990007100 | labels tbv 0990007100;275.0;500.0;202011726_layout_29.pdf
15;;8720195286622.0;900990007100 | labels tbv 0990007100;276.0;500.0;202011726_layout_29.pdf
